entity_id,stratum,period,hclass,has_role_b,pop_n,sample_n,weight
as1-81be793f4271bce3#0,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-05458f81d1a29d68#4,1918-1930|N|norole,1918-1930,N,norole,155693,25,6227.72
as1-77e67a3507aa5f30#5,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-b000e77a9c880e0d#33,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-3579c7b9d20709a4#1,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-07874715df6cd5de#0,1948-1963|N|role,1948-1963,N,role,34482,25,1379.28
as1-417edd0fbbc9ef0c#17,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-b93a261b3e5ee77e#3,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-5d8b8bb516c24b36#6,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-211276189e50856f#15,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-575ddf4f04918efe#50,1918-1930|F|norole,1918-1930,F,norole,32471,25,1298.84
as1-a58553dd100596ed#2,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-d3b14e75a405eb63#2,1900-1915|N|role,1900-1915,N,role,29026,25,1161.04
as1-ab70a696c1ad8ce2#0,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-4ad2539d2ce736c9#10,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-7f2b78747be62bc3#23,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-2c817500c4120866#1,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-1b256d7380b360a0#4,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-22ca42e7e8dc47b8#29,1918-1930|F|role,1918-1930,F,role,4328,25,173.12
as1-cfa71c839587414d#5,1948-1963|N|role,1948-1963,N,role,34482,25,1379.28
as1-4808cef2df6c1568#2,1900-1915|F|norole,1900-1915,F,norole,27280,25,1091.2
as1-0eea35305392ebb0#0,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-b9f95b02678f0246#7,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-8128e794ab514858#1,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-f45ab3070e569a6a#5,1900-1915|M|norole,1900-1915,M,norole,12323,25,492.92
as1-0150b18907f492ee#0,1900-1915|M|role,1900-1915,M,role,2033,25,81.32
as1-d6d453f67812af95#0,1900-1915|F|role,1900-1915,F,role,3076,25,123.04
as1-f5e143205dcc9696#1,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-b80ec1e2abf84434#5,1918-1930|F|norole,1918-1930,F,norole,32471,25,1298.84
as1-580150d355e78c6a#11,1948-1963|N|role,1948-1963,N,role,34482,25,1379.28
as1-9a3734e7440667ca#5,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-9c9f62c9c1b2d193#0,1918-1930|M|role,1918-1930,M,role,1439,25,57.56
as1-a539788cc031bf76#1,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-3ea0578a59e3619b#0,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-2d8303a94134f37b#17,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-d8d3b76222cdfa4e#3,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-c53be5a88bfda53d#5,1933-1945|F|norole,1933-1945,F,norole,36949,25,1477.96
as1-f0e4577196da9fd1#3,1918-1930|N|norole,1918-1930,N,norole,155693,25,6227.72
as1-9c129c38a66aae21#0,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-90b4f07926995519#14,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-45e773f6240fc59d#5,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-5b6d8892d9ff853b#28,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-d6510df10717745f#0,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-c4430a198aa8c517#18,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-3a5a03994280ffe1#3,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
as1-1e9e23043dc4bcf4#25,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-76e716110ab06ba2#6,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
as1-8eb59514b9699511#11,1918-1930|F|role,1918-1930,F,role,4328,25,173.12
as1-4c531dd2ca780434#37,1933-1945|F|norole,1933-1945,F,norole,36949,25,1477.96
as1-87412ceac6600a35#1,1918-1930|F|norole,1918-1930,F,norole,32471,25,1298.84
as1-a01c68c3a615eff1#7,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-8881ba5daeefa490#0,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
as1-7be3e59dd832b19b#1,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-e84627d8cbf3f745#3,1918-1930|N|norole,1918-1930,N,norole,155693,25,6227.72
as1-f64eba60839e33db#0,1948-1963|M|role,1948-1963,M,role,3094,25,123.76
as1-cc065f8b98969364#27,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-dc5775c86253fd02#3,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
as1-a95b6368e4f9f75b#12,1948-1963|M|norole,1948-1963,M,norole,11211,25,448.44
as1-9cd2f11e710c6c5d#0,1948-1963|N|norole,1948-1963,N,norole,209811,25,8392.44
as1-15d867cb62e3d597#1,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-0fd1863db4ca302c#0,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-ed23f4b10cf4c1ff#13,1918-1930|M|role,1918-1930,M,role,1439,25,57.56
as1-b20e0dbaa30467a8#0,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-baaf753a1d4c2126#0,1948-1963|M|norole,1948-1963,M,norole,11211,25,448.44
as1-8b86d4309a60bcf5#34,1900-1915|F|role,1900-1915,F,role,3076,25,123.04
as1-02affd9d30e9357c#1,1900-1915|N|norole,1900-1915,N,norole,190443,25,7617.72
as1-d54319713012a9f3#27,1900-1915|M|norole,1900-1915,M,norole,12323,25,492.92
as1-bb815515a1040afa#2,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-1f00172d1851d414#1,1900-1915|M|norole,1900-1915,M,norole,12323,25,492.92
as1-d9cbdbda30ecfdad#4,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-17679208268a1c51#7,1933-1945|F|norole,1933-1945,F,norole,36949,25,1477.96
as1-9c692ff1ce0082d7#0,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-c9d944fe69eeb85a#1,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-74ee03b3af2ccef4#9,1900-1915|M|role,1900-1915,M,role,2033,25,81.32
as1-bb42789a0bcb94b7#25,1900-1915|F|role,1900-1915,F,role,3076,25,123.04
as1-4b61e0b261b597e6#1,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-cdb7b3be8b47b920#6,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-be8ed1e0a87d4450#11,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-8a6d7417e61aaf64#0,1918-1930|F|role,1918-1930,F,role,4328,25,173.12
as1-7fcae9bb3cbcc506#2,1933-1945|M|role,1933-1945,M,role,1796,25,71.84
as1-693c16739f5dc8db#8,1900-1915|N|norole,1900-1915,N,norole,190443,25,7617.72
as1-2529d44f49e45b10#20,1918-1930|F|norole,1918-1930,F,norole,32471,25,1298.84
as1-c7dab9f6b291145c#15,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-fd4faf1459680f94#17,1900-1915|F|norole,1900-1915,F,norole,27280,25,1091.2
as1-d529f5190d9a8bcb#1,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-bf942e0827536f1f#2,1918-1930|F|norole,1918-1930,F,norole,32471,25,1298.84
as1-9a4712e9a13342be#12,1948-1963|M|role,1948-1963,M,role,3094,25,123.76
as1-77dc824d7effe159#1,1900-1915|F|role,1900-1915,F,role,3076,25,123.04
as1-129590b18c3a4dce#0,1933-1945|N|norole,1933-1945,N,norole,175732,25,7029.28
as1-f29c9e96f1554c05#14,1933-1945|F|norole,1933-1945,F,norole,36949,25,1477.96
as1-1fa8c4977aad6fec#10,1900-1915|F|role,1900-1915,F,role,3076,25,123.04
as1-3ded2eea8c335066#3,1900-1915|M|norole,1900-1915,M,norole,12323,25,492.92
as1-69f61afd526871b7#11,1948-1963|M|norole,1948-1963,M,norole,11211,25,448.44
as1-7a59fb5bb575fbab#3,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-a95dc70c018d416e#4,1918-1930|M|norole,1918-1930,M,norole,7060,25,282.4
as1-4189312fa2f33952#2,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-d10e95b1fc8018b9#7,1900-1915|N|norole,1900-1915,N,norole,190443,25,7617.72
as1-c1f72866ad63009c#0,1918-1930|N|role,1918-1930,N,role,25598,25,1023.92
as1-6a554bdb2a6f1c26#1,1948-1963|N|role,1948-1963,N,role,34482,25,1379.28
as1-c5eb8f296676625b#12,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-ddd5776847fd6d02#3,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-5cc15301af7f65d4#0,1948-1963|N|role,1948-1963,N,role,34482,25,1379.28
as1-b6400f40cded9327#5,1933-1945|F|norole,1933-1945,F,norole,36949,25,1477.96
as1-922add3ca757fb41#0,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
as1-b71313cd8e0a21e4#8,1900-1915|F|norole,1900-1915,F,norole,27280,25,1091.2
as1-3e797aed830d6b3f#9,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-b00ae32b1060b5f5#5,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-b4bc0267e3927932#0,1948-1963|M|norole,1948-1963,M,norole,11211,25,448.44
as1-c98c4a7f60330deb#0,1900-1915|F|norole,1900-1915,F,norole,27280,25,1091.2
as1-37d647f57d301baf#0,1933-1945|F|role,1933-1945,F,role,5572,25,222.88
as1-4fa860cd274a3723#0,1948-1963|F|role,1948-1963,F,role,6926,25,277.04
as1-99ed8016b7c215f6#7,1948-1963|F|norole,1948-1963,F,norole,49313,25,1972.52
as1-8c7a26cfdc2a286b#0,1933-1945|M|norole,1933-1945,M,norole,6736,25,269.44
as1-6f6e3ee47be9bac1#0,1933-1945|N|role,1933-1945,N,role,29947,25,1197.88
